country,alert_lab,alert_type,alert_stringency,impact_mean,eff_mean,ppv,missed_prop,delay_mean,std_impact,std_eff,std_ppv,std_missed,std_delay,util_score
KEN,2-week,trend,4,163.7,0.5,0.2,0,1,-0.6,-0.6,-0.5,0.5,0.9,-0.29999999999999993
NGA,≥ 2 weekly,case,1,166.4,0.6,0.1,0,1.8,-0.6,-0.6,-0.6,0.8,0.7,-0.29999999999999993
ETH,≥ 5 weekly,case,2,142.7,1,0.1,0,1.9,-0.5,-0.6,-0.3,0.6,0.5,-0.3
NER,≥ 50 total,cum case,4,324.2,1.2,0.2,0,1.5,-0.3,-0.3,-0.6,0.6,0.3,-0.3
KEN,1-week,trend,2,98.3,0.3,0.1,0,0,-0.8,-0.8,-0.8,0.5,1.6,-0.30000000000000004
NER,≥ 5 total,cum case,1,162.6,0.5,0.1,0,-5.3,-1,-0.9,-0.8,0.6,1.8,-0.30000000000000004
ETH,≥ 1 per 10K,rate,3,199.5,1.6,0.1,0,4,-0.1,-0.1,-0.3,0.6,-0.4,-0.30000000000000004
NER,1-week,trend,2,139.6,0.5,0.1,0,-5.5,-1,-1,-0.8,0.6,1.9,-0.30000000000000016
COD,≥ 5 total,cum case,1,123.3,1,0.1,0,-4.4,-1.1,-0.9,-0.8,0.7,1.8,-0.30000000000000016
NGA,≥ 10 total,cum case,2,118.7,0.5,0.1,0,0.1,-0.8,-0.9,-0.8,0.8,1.4,-0.30000000000000016
COD,≥ 25 weekly,case,4,258.9,2,0.3,0.1,5.3,0.1,-0.1,-0.1,0.4,-0.7,-0.3999999999999999
MOZ,≥ 5 total,cum case,1,266.8,1.2,0.3,0,-16,-1.6,-1.3,-1.9,0.7,3.7,-0.3999999999999999
NGA,≥ 25 total,cum case,3,135.1,0.5,0.1,0,1.1,-0.7,-0.8,-0.7,0.8,1,-0.3999999999999999
KEN,≥ 50 total,cum case,4,164,0.5,0.1,0,1,-0.6,-0.6,-0.6,0.5,0.9,-0.3999999999999999
NER,≥ .25 per 10K,rate,1,327.6,1.2,0.2,0,2.2,-0.3,-0.3,-0.6,0.6,0.2,-0.39999999999999997
NGA,≥ 1.5 per 10K,rate,4,272.3,1,0.2,0.3,4.5,0,0.2,-0,-0,-0.6,-0.39999999999999997
BDI,≥ 2 weekly,case,1,88.3,0.4,0.1,0,-4.5,-0.8,-0.7,-0.4,0.8,0.7,-0.4
CMR,≥ 50 weekly,case,5,351.9,2.6,0.4,0.4,8.3,0.5,0.3,0.2,-0.4,-1,-0.4
KEN,≥ 5 total,cum case,1,94.9,0.3,0.1,0,0,-0.9,-0.8,-0.8,0.5,1.6,-0.4
ETH,≥ .5 per 10K,rate,2,156,1.2,0.1,0,2.9,-0.4,-0.5,-0.1,0.6,0,-0.4
NGA,3-week,trend,6,163.9,0.5,0.1,0,2,-0.6,-0.7,-0.6,0.8,0.6,-0.4999999999999999
COD,≥ 1.5 per 10K,rate,4,247.2,2.3,0.3,0.2,5.3,-0,0.1,-0.1,0.2,-0.7,-0.49999999999999994
NER,≥ 1.5 per 10K,rate,4,418.1,1.5,0.4,0.2,6.2,0,-0.1,0.1,0.2,-0.7,-0.49999999999999994
ETH,1-week,trend,2,79.4,0.5,0.1,0,-1.7,-1,-1,-0.9,0.6,1.8,-0.5
NGA,≥ 10 weekly,case,3,184.3,0.6,0.1,0,2.9,-0.5,-0.5,-0.4,0.7,0.2,-0.5
COD,≥ .25 per 10K,rate,1,173.6,1.5,0.2,0,0.5,-0.6,-0.5,-0.6,0.7,0.5,-0.5
MWI,≥ .5 per 10K,rate,2,155.2,0.5,0.1,0,3.5,-0.4,-0.3,-0.3,0.7,-0.2,-0.5
UGA,≥ 1.5 per 10K,rate,4,45.2,0.4,0,0,4.7,-0.3,0.2,-0.5,0.7,-0.6,-0.5
COD,≥ 10 total,cum case,2,139.6,1.1,0.1,0,-2.4,-0.9,-0.8,-0.8,0.7,1.3,-0.5000000000000001
NER,≥ 10 total,cum case,2,178.7,0.6,0.1,0,-3.8,-0.9,-0.9,-0.8,0.6,1.5,-0.5000000000000001
SOM,3-week,trend,6,294.3,1.3,0.2,0,1.5,-0.3,-0.5,-0.6,0.8,-0,-0.5999999999999999
KEN,3-week,trend,6,192.9,0.6,0.2,0,2,-0.5,-0.5,-0.3,0.5,0.2,-0.6
COD,≥ 25 total,cum case,3,171.2,1.3,0.2,0,0.3,-0.7,-0.6,-0.6,0.7,0.6,-0.6
CMR,2-week,trend,4,209.3,1.8,0.2,0,-2.2,-0.8,-1,-0.7,0.7,1.2,-0.6000000000000001
ETH,≥ 2 weekly,case,1,119.3,0.8,0.1,0,1.3,-0.7,-0.8,-0.4,0.6,0.7,-0.6000000000000001
COD,≥ .5 per 10K,rate,2,194.2,1.7,0.2,0,2.7,-0.5,-0.3,-0.5,0.7,-0,-0.6000000000000001
ETH,≥ 5 total,cum case,1,100,0.7,0.1,0,-0.7,-0.9,-0.9,-0.8,0.6,1.4,-0.6000000000000002
NGA,≥ 5 weekly,case,2,153.7,0.5,0.1,0,2.4,-0.6,-0.7,-0.6,0.8,0.4,-0.6999999999999998
KEN,≥ 25 total,cum case,3,139.4,0.4,0.1,0,1,-0.7,-0.7,-0.7,0.5,0.9,-0.6999999999999998
TCD,3-week,trend,6,483.4,3.8,0.4,0,0.2,-0.6,-0.6,-0.2,0.6,0.1,-0.7
TCD,≥ 2 weekly,case,1,476.6,3.8,0.4,0,-1.1,-0.6,-0.6,-0.5,0.6,0.4,-0.7
NER,≥ 25 total,cum case,3,247.9,0.9,0.2,0,0.2,-0.6,-0.6,-0.7,0.6,0.6,-0.7
SLE,≥ 5 weekly,case,2,250.9,1.9,0.3,0,1.1,-0.5,-0.1,-0.9,0.7,0.1,-0.7000000000000001
NER,≥ 10 weekly,case,3,295.6,1.1,0.2,0,2.7,-0.5,-0.4,-0.5,0.6,0.1,-0.7000000000000001
COD,≥ 10 weekly,case,3,207.8,1.6,0.2,0,3.2,-0.4,-0.4,-0.4,0.7,-0.2,-0.7000000000000002
COD,≥ 100 weekly,case,6,372.6,3.5,0.4,0.9,6.9,1,0.9,0.1,-1.6,-1.1,-0.7000000000000002
MOZ,≥ 50 weekly,case,5,499,1.6,1,0.5,3,0.6,-0.7,0.8,-0.6,-0.9,-0.7999999999999999
GNB,≥ 1.5 per 10K,rate,4,367.5,1.9,0.5,0,4.5,-0.7,-0.2,0.2,0.5,-0.6,-0.7999999999999999
MOZ,≥ 2.5 per 10K,rate,5,499,1.6,1,0.5,3,0.6,-0.7,0.8,-0.6,-0.9,-0.7999999999999999
TCD,1-week,trend,2,434.2,3.4,0.3,0,-4.5,-0.9,-0.8,-1,0.6,1.3,-0.8
COD,≥ 5 weekly,case,2,178.9,1.4,0.2,0,1.7,-0.6,-0.5,-0.6,0.7,0.2,-0.8
BDI,≥ 25 weekly,case,4,125.2,0.7,0.2,0.5,12,-0,0.3,0.8,-0.4,-1.5,-0.8
SOM,≥ 50 weekly,case,5,356.9,1.4,0.3,0.5,1,0.3,-0.4,-0.4,-0.5,0.2,-0.8
MOZ,≥ 25 total,cum case,3,381.4,1.8,0.6,0,-1,-0.5,-0.3,-0.8,0.7,0.1,-0.8
SSD,≥ .5 per 10K,rate,2,383.3,2,0.3,0,2,-0.5,-0.3,-0.4,0.6,-0.2,-0.8
NER,≥ 1 per 10K,rate,3,319.1,1.1,0.4,0,5,-0.4,-0.4,-0.1,0.6,-0.5,-0.8
NGA,≥ 1 per 10K,rate,3,210.9,0.8,0.1,0.1,4.2,-0.3,-0.2,-0.3,0.4,-0.4,-0.8
SSD,≥ 2.5 per 10K,rate,5,353.5,2.4,0.4,0.2,4.3,-0.8,0.5,0.4,-0.2,-0.7,-0.8
NER,≥ 2 weekly,case,1,183.5,0.6,0.1,0,-2.3,-0.9,-0.9,-0.8,0.6,1.2,-0.8000000000000002
SSD,≥ 50 weekly,case,5,373.3,2,0.4,0.2,4.2,-0.6,-0.2,0.4,0.1,-0.6,-0.8999999999999999
NGA,≥ .25 per 10K,rate,1,155.9,0.6,0.1,0,2.6,-0.6,-0.7,-0.6,0.7,0.3,-0.8999999999999999
SOM,≥ .5 per 10K,rate,2,291.1,1.2,0.3,0.1,1.1,-0.3,-0.7,-0.6,0.6,0.1,-0.8999999999999999
COD,≥ 2 weekly,case,1,148,1.2,0.1,0,-0.4,-0.9,-0.7,-0.8,0.7,0.8,-0.9
MOZ,≥ 2 weekly,case,1,365.8,1.9,0.6,0,-1,-0.7,-0.2,-0.8,0.7,0.1,-0.9
UGA,≥ 2 weekly,case,1,42.6,0.2,0,0,2.7,-0.6,-0.9,-0.5,0.7,0.4,-0.9
COD,≥ 1 per 10K,rate,3,209.1,1.9,0.2,0.1,4.3,-0.3,-0.2,-0.4,0.5,-0.5,-0.9
COD,2-week,trend,4,116.1,0.9,0.1,0,-2.2,-1.1,-0.9,-0.8,0.7,1.2,-0.9000000000000002
KEN,≥ 10 total,cum case,2,109.1,0.3,0.1,0,1,-0.8,-0.8,-0.8,0.5,0.9,-1
COD,≥ 100 total,cum case,5,240.9,1.8,0.3,0.1,6,-0.1,-0.3,-0.2,0.5,-0.9,-1
ETH,≥ .25 per 10K,rate,1,129.8,0.9,0.1,0,2.6,-0.6,-0.7,-0.5,0.6,0.2,-1
NGA,≥ .5 per 10K,rate,2,186,0.7,0.1,0,3.8,-0.4,-0.4,-0.6,0.7,-0.3,-1
KEN,≥ 2 weekly,case,1,159.9,0.5,0.1,0,2,-0.6,-0.6,-0.6,0.5,0.2,-1.0999999999999999
NER,≥ 5 weekly,case,2,252.4,1,0.2,0,1.8,-0.6,-0.6,-0.7,0.6,0.2,-1.0999999999999999
NER,≥ 50 weekly,case,5,436.4,1.4,0.4,0.2,8.4,0.1,-0.1,-0.1,0.2,-1.2,-1.0999999999999999
NER,2-week,trend,4,149.6,0.5,0.1,0,-1.8,-1,-1,-0.8,0.6,1.1,-1.1
SLE,≥ 50 weekly,case,5,317.7,1.6,0.4,0.6,4.2,1.2,-1,0.3,-0.8,-0.8,-1.1
UGA,≥ .5 per 10K,rate,2,43.1,0.3,0,0,4,-0.5,-0.6,-0.5,0.7,-0.2,-1.1
TCD,≥ 5 per 10K,rate,6,555.9,6.2,0.4,0.5,4.9,-0.1,0.9,0,-0.8,-1.1,-1.1
ETH,2-week,trend,4,87,0.6,0.1,0,0.5,-1,-0.9,-0.9,0.6,1,-1.2000000000000002
ETH,3-week,trend,6,108.3,0.7,0.1,0,1.9,-0.8,-0.8,-0.7,0.6,0.5,-1.2000000000000002
NER,3-week,trend,6,261.7,0.9,0.2,0,3.2,-0.6,-0.6,-0.7,0.6,-0,-1.2999999999999998
SLE,≥ 2 weekly,case,1,226,1.7,0.3,0,-1.7,-1.2,-0.6,-1.2,0.7,1,-1.2999999999999998
KEN,≥ .5 per 10K,rate,2,197.4,0.6,0.2,0,3,-0.4,-0.4,-0.5,0.5,-0.5,-1.3
GHA,≥ 1 per 10K,rate,3,135,0.4,0,0,2.5,-0.1,0.1,-1.3,0.8,-0.8,-1.3
GIN,≥ 1 per 10K,rate,3,49.8,0.2,0,0.2,4.6,-0.4,-0.2,-0.3,0.3,-0.7,-1.3
SOM,≥ 1.5 per 10K,rate,4,319.9,1.3,0.2,0.3,1.4,-0,-0.5,-0.6,-0.2,0,-1.3
KEN,≥ 5 weekly,case,2,138.9,0.4,0.1,0,2,-0.7,-0.7,-0.7,0.5,0.2,-1.4
BDI,≥ 10 total,cum case,2,79,0.3,0,0,-5,-1,-1,-0.9,0.8,0.7,-1.4
COD,3-week,trend,6,144.8,1.1,0.1,0,1.4,-0.9,-0.8,-0.7,0.7,0.3,-1.4000000000000001
GNB,≥ 50 weekly,case,5,425,1.2,0.5,0,5.5,-0.5,-0.8,0.2,0.5,-0.8,-1.4000000000000001
SLE,≥ 1 per 10K,rate,3,240.4,2,0.3,0.1,2,-0.8,-0,-0.9,0.4,-0.1,-1.4000000000000001
SOM,≥ 25 weekly,case,4,300.3,1.1,0.2,0.1,3,-0.2,-0.7,-0.7,0.6,-0.6,-1.5999999999999999
GNB,≥ 100 weekly,case,6,458,1.1,1,0.5,7,-0.4,-0.9,2,-1.1,-1.2,-1.6
BDI,≥ 5 total,cum case,1,69.7,0.3,0,0,-6,-1.2,-1.1,-0.9,0.8,0.8,-1.6
KEN,≥ 10 weekly,case,3,149.9,0.4,0.2,0,3,-0.6,-0.6,-0.5,0.5,-0.5,-1.7
SLE,≥ 10 weekly,case,3,228,1.8,0.3,0,1.8,-1.1,-0.5,-0.7,0.7,-0.1,-1.7000000000000002
SOM,≥ 1 per 10K,rate,3,303.8,1.2,0.2,0.2,2.7,-0.2,-0.6,-0.7,0.2,-0.5,-1.7999999999999998
MOZ,≥ .25 per 10K,rate,1,335.4,1.7,0.6,0,0,-1,-0.5,-0.8,0.7,-0.2,-1.8
SLE,≥ .25 per 10K,rate,1,225.3,1.8,0.3,0,1.3,-1.2,-0.3,-1.1,0.7,0.1,-1.8
SSD,≥ 1 per 10K,rate,3,294.2,2,0.3,0.1,3.3,-1.4,-0.2,-0.2,0.4,-0.5,-1.9
GHA,≥ 25 weekly,case,4,119.4,0.4,0,0,2.5,-0.4,-0.2,-1.3,0.8,-0.8,-1.9000000000000001
UGA,≥ 10 weekly,case,3,38.4,0.2,0,0,4,-1,-1,-0.5,0.7,-0.2,-2
KEN,≥ .25 per 10K,rate,1,128.5,0.4,0.1,0,3,-0.7,-0.7,-0.6,0.5,-0.5,-2
SOM,≥ 2.5 per 10K,rate,5,317.2,1.4,0.3,0.5,2.5,-0.1,-0.4,-0.6,-0.5,-0.4,-2
CMR,≥ 5 per 10K,rate,6,240.8,2.6,0.4,0.6,8.4,-0.6,0.3,0.2,-0.9,-1,-2
SSD,≥ 500 total,cum case,6,429.7,1.4,0.5,0.6,4.6,-0,-1.4,1.5,-1.5,-0.7,-2.0999999999999996
MOZ,≥ 10 total,cum case,2,317.3,1.6,0.4,0,-3,-1.2,-0.7,-1.5,0.7,0.6,-2.1
SLE,≥ 5 per 10K,rate,6,216.2,2.2,0.5,0.7,5,-1.4,0.6,0.9,-1.1,-1.1,-2.1
UGA,≥ .25 per 10K,rate,1,36.1,0.2,0,0,4,-1.2,-1,-0.5,0.7,-0.2,-2.2
BDI,2-week,trend,4,79.9,0.4,0,0,3.5,-1,-0.9,-0.8,0.8,-0.4,-2.3
UGA,≥ 5 weekly,case,2,36,0.2,0,0,3.7,-1.2,-1.2,-0.5,0.7,-0.1,-2.3
NER,≥ 2.5 per 10K,rate,5,369.8,1.2,0.3,0.3,9.2,-0.2,-0.3,-0.2,-0.2,-1.4,-2.3
GIN,≥ 25 weekly,case,4,37.6,0.1,0,0.2,4.4,-0.9,-0.9,-0.3,0.3,-0.6,-2.4
CMR,1-week,trend,2,131.1,1.1,0.1,0,-4,-1.5,-2.1,-1.2,0.7,1.6,-2.5
UGA,≥ 50 weekly,case,5,41.5,0.4,0,0.7,5,-0.7,0.2,-0.5,-0.8,-0.7,-2.5
GHA,≥ 100 total,cum case,5,113.8,0.4,0,0.5,0,-0.5,-0.4,-1.3,-0.3,-0.1,-2.6
SSD,≥ 1.5 per 10K,rate,4,284.8,1.9,0.3,0.1,3.9,-1.5,-0.4,-0.5,0.4,-0.6,-2.6
GIN,≥ 1.5 per 10K,rate,4,38.2,0.2,0,0.3,4.8,-0.9,-0.6,-0.3,-0.1,-0.8,-2.7
TCD,≥ 100 weekly,case,6,556.9,4,0.6,0.7,7.8,-0.1,-0.5,0.9,-1.3,-1.8,-2.8000000000000003
