country,alert_lab,alert_type,alert_stringency,impact_mean,eff_mean,ppv,missed_prop,delay_mean,std_impact,std_eff,std_ppv,std_missed,std_delay,util_score
GIN,1-week,trend,2,104.9,0.4,0.1,0,-2.5,2,2.2,3.4,0.7,2.9,11.2
GIN,2-week,trend,4,99,0.4,0.1,0,-0.3,1.7,1.7,2.4,0.7,1.8,8.3
TZA,≥ 50 weekly,case,5,393.9,1.4,0.6,0.6,4,3.2,2.9,2.8,-0.5,-0.6,7.8
GNB,≥ .5 per 10K,rate,2,1151.5,4.7,1,0,0.5,2.1,2.4,2,0.5,0.4,7.4
MWI,≥ 50 weekly,case,5,537.3,1.6,0.7,0.2,3,2.2,2,2.6,-0,-0.1,6.7
BDI,≥ 1.5 per 10K,rate,4,206.5,1.1,0.3,0,4.5,1.7,2,2.2,0.8,-0.5,6.2
CMR,≥ 1000 total,cum case,7,733,3.9,1,1,14,3.9,2.3,4.2,-2.1,-2.2,6.1
KEN,≥ 50 weekly,case,5,762.4,2.3,1,0,3,1.9,1.9,1.8,0.5,-0.5,5.6
SLE,≥ 5 total,cum case,1,325.6,2.5,0.5,0,-4.1,1.4,1.3,0.5,0.7,1.7,5.6
KEN,≥ 1.5 per 10K,rate,4,762.4,2.3,1,0,3,1.9,1.9,1.8,0.5,-0.5,5.6
BDI,≥ 1 per 10K,rate,3,201.9,1.1,0.2,0,4,1.6,2,1.4,0.8,-0.5,5.3
GHA,≥ 5 total,cum case,1,183.9,0.6,0.3,0,-5.5,0.7,0.9,0.9,0.8,1.6,4.9
SSD,≥ 25 weekly,case,4,631.9,2.8,0.5,0,2.2,2,1.2,1.2,0.6,-0.2,4.8
NGA,≥ 1000 total,cum case,7,724.8,1.7,0.6,0.9,5,2.5,1.6,3.3,-1.8,-0.8,4.8
GHA,≥ 2 weekly,case,1,238.5,0.7,0.2,0,0.5,1.7,1.6,0.7,0.8,-0.2,4.6
SSD,≥ 100 total,cum case,5,559.3,2.6,0.5,0,1.5,1.3,0.9,1.8,0.6,-0,4.6
MOZ,3-week,trend,6,579.7,2.9,1,0,-0.5,1.4,1.6,0.8,0.7,-0,4.5
GHA,≥ 10 total,cum case,2,178,0.5,0.3,0,-4.5,0.6,0.7,1.1,0.8,1.3,4.5
BDI,≥ .5 per 10K,rate,2,172.9,0.9,0.2,0,-0.5,1,1,1.4,0.8,0.1,4.3
ETH,≥ 7.5 per 10K,rate,7,485.6,5.1,0.2,0.7,4.8,2,2.8,1.5,-1.4,-0.7,4.2
UGA,≥ 10 total,cum case,2,49.6,0.3,0,0,1.7,0.1,-0.2,2.6,0.7,0.9,4.1
MOZ,≥ 100 total,cum case,5,575.3,2.8,1,0,0,1.4,1.4,0.8,0.7,-0.2,4.1
SLE,≥ 100 total,cum case,5,346.8,2.2,0.5,0.1,1.2,1.9,0.7,0.9,0.4,0.1,4
TCD,≥ 100 total,cum case,5,773,6.2,0.6,0,1.5,1.4,0.9,1.4,0.6,-0.3,4
MWI,≥ 2.5 per 10K,rate,5,411,1.5,0.5,0.5,3,1.4,1.8,1.7,-0.8,-0.1,4
UGA,≥ 50 total,cum case,4,69.7,0.5,0,0,2.7,2.2,1.1,-0.5,0.7,0.4,3.9000000000000004
BDI,≥ 100 total,cum case,5,199.2,0.9,0.2,0,3.5,1.6,1.3,0.6,0.8,-0.4,3.9000000000000004
MOZ,≥ 5 weekly,case,2,559,2.8,1,0,0,1.2,1.4,0.8,0.7,-0.2,3.9
SSD,≥ 25 total,cum case,3,548,2.6,0.4,0,-1.2,1.2,0.9,0.6,0.6,0.6,3.9
NER,≥ 100 weekly,case,6,1108.8,3.6,1,0.8,7,2.6,1.9,1.8,-1.6,-0.9,3.8
UGA,≥ 5 total,cum case,1,52.2,0.3,0,0,1,0.4,-0.3,1.8,0.7,1.2,3.8
COD,≥ 7.5 per 10K,rate,7,487.2,6.1,0.6,0.9,5.4,2,2.9,1.2,-1.5,-0.8,3.8
MWI,≥ 25 weekly,case,4,368.7,1.1,0.4,0,3.5,1.1,0.9,1.1,0.7,-0.2,3.6
TCD,≥ 25 weekly,case,4,757.9,6.1,0.6,0,2.2,1.3,0.8,1.3,0.6,-0.4,3.6
KEN,≥ 100 weekly,case,6,653.4,2,1,0,5,1.5,1.5,1.8,0.5,-1.9,3.4000000000000004
KEN,≥ 2.5 per 10K,rate,5,653.4,2,1,0,5,1.5,1.5,1.8,0.5,-1.9,3.4000000000000004
MOZ,≥ 10 weekly,case,3,540,2.7,1,0,0.5,1,1.2,0.8,0.7,-0.3,3.4
MOZ,≥ .5 per 10K,rate,2,540,2.7,1,0,0.5,1,1.2,0.8,0.7,-0.3,3.4
ETH,≥ 100 weekly,case,6,515.1,3.3,0.2,0.6,4.6,2.2,1.3,1.5,-1.2,-0.6,3.2
GNB,≥ 5 total,cum case,1,711.8,2.9,0.5,0,-3,0.5,0.7,0.2,0.5,1.3,3.2
SLE,1-week,trend,2,284.4,2.1,0.4,0,-4.3,0.3,0.4,-0.1,0.7,1.8,3.1
ETH,≥ 50 weekly,case,5,386,2.8,0.2,0.2,4.8,1.2,0.9,1.5,0.1,-0.6,3.1
SSD,≥ 5 total,cum case,1,420.6,2.3,0.4,0,-8.2,-0.1,0.3,0.1,0.6,2.2,3.1
GNB,≥ 10 total,cum case,2,700,2.9,0.5,0,-2.5,0.5,0.7,0.2,0.5,1.2,3.1
SLE,≥ 10 total,cum case,2,286.7,2.1,0.4,0,-3.9,0.4,0.4,-0.1,0.7,1.7,3.1
SSD,≥ 10 total,cum case,2,410.6,2.3,0.4,0,-7.6,-0.2,0.4,0.3,0.6,2,3.1
GHA,≥ 25 total,cum case,3,183,0.5,0.3,0,0.5,0.7,0.8,1,0.8,-0.2,3.1
TCD,≥ 7.5 per 10K,rate,7,773.9,8.9,0.6,0.7,3,1.4,2.7,0.9,-1.3,-0.6,3.1
GIN,≥ 100 total,cum case,5,92.9,0.4,0,0,3.5,1.5,1.4,-0.3,0.7,-0.2,3.0999999999999996
GNB,2-week,trend,4,698.2,2.8,0.5,0,-2.5,0.5,0.6,0.2,0.5,1.2,3
COD,≥ 500 total,cum case,6,514.6,5,0.6,0.9,5.8,2.3,2.1,1.1,-1.7,-0.8,3
NER,≥ 500 total,cum case,6,869,3.6,1,0.8,7,1.7,2,1.8,-1.6,-0.9,3
SOM,≥ 500 total,cum case,6,659.4,3.6,0.6,0.8,6.7,3,2.1,1.5,-1.5,-2.1,3
SLE,≥ 1.5 per 10K,rate,4,306.9,2.5,0.5,0.1,2.1,0.9,1.3,0.6,0.4,-0.2,3
TCD,≥ 2.5 per 10K,rate,5,757.3,6.7,0.6,0.1,3.1,1.3,1.2,0.9,0.2,-0.6,3
NER,≥ 5 per 10K,rate,6,869,3.6,1,0.8,7,1.7,2,1.8,-1.6,-0.9,3
SOM,≥ 25 total,cum case,3,368.1,2.1,0.4,0,-1.2,0.4,0.4,0.2,0.8,1.1,2.9000000000000004
SOM,≥ 100 total,cum case,5,416,2.3,0.4,0.1,-0.2,0.8,0.6,0.5,0.4,0.6,2.9
UGA,≥ 100 total,cum case,5,63.6,0.5,0,0,3.7,1.6,1.2,-0.5,0.7,-0.1,2.9
GHA,≥ .25 per 10K,rate,1,191.1,0.5,0.3,0,2,0.9,0.8,1,0.8,-0.7,2.8000000000000003
ETH,≥ 5 per 10K,rate,6,394.9,4.3,0.2,0.6,4.8,1.3,2.1,1.2,-1.2,-0.6,2.8000000000000003
NGA,≥ 100 weekly,case,6,600.7,1.6,0.3,0.5,5.2,1.8,1.4,1.4,-0.9,-0.9,2.8
GNB,≥ 50 total,cum case,4,757.7,2.7,0.7,0,1,0.7,0.5,0.8,0.5,0.3,2.8
SSD,≥ 50 total,cum case,4,525.7,2.3,0.4,0,-0.3,0.9,0.3,0.6,0.6,0.4,2.8
NGA,≥ 500 total,cum case,6,562.1,1.6,0.4,0.7,4.8,1.6,1.3,1.9,-1.3,-0.7,2.8
MOZ,≥ 1 per 10K,rate,3,513.3,2.5,1,0,1,0.8,0.9,0.8,0.7,-0.4,2.8
TCD,≥ 1.5 per 10K,rate,4,708.2,5.9,0.6,0,3.1,1,0.8,1,0.6,-0.6,2.8
TZA,≥ 2.5 per 10K,rate,5,223.2,1,0.4,0.8,4.3,0.9,1.6,1.9,-0.9,-0.7,2.8
CMR,≥ 1 per 10K,rate,3,368.1,3.3,0.4,0.1,3.7,0.6,1.3,0.3,0.5,-0,2.7
CMR,≥ .5 per 10K,rate,2,347.7,3.2,0.4,0,2.8,0.4,1.2,0.2,0.6,0.2,2.6
NGA,≥ 5 per 10K,rate,6,626.1,2.3,0.3,0.8,6,2,2.6,0.9,-1.7,-1.2,2.6
SSD,1-week,trend,2,476.3,2.3,0.4,0,-4.3,0.4,0.2,-0,0.6,1.3,2.5
GHA,3-week,trend,6,140.8,0.4,0.2,0,-4,0,-0,0.6,0.8,1.1,2.5
MWI,≥ 2 weekly,case,1,303.4,0.8,0.2,0,-1,0.6,0.4,-0,0.7,0.8,2.5
GHA,≥ 10 weekly,case,3,187.1,0.5,0.3,0,2.5,0.8,0.7,1,0.8,-0.8,2.5
ETH,≥ 500 total,cum case,6,443.7,2.6,0.3,0.6,4.5,1.7,0.7,1.8,-1.2,-0.5,2.5
GHA,2-week,trend,4,134.7,0.4,0.2,0,-5,-0.1,-0.2,0.5,0.8,1.4,2.4
GNB,3-week,trend,6,666.5,2.6,0.5,0,-1.5,0.4,0.4,0.2,0.5,0.9,2.4
SSD,3-week,trend,6,559.4,2.1,0.4,0,-0.9,1.3,0,-0,0.6,0.5,2.4
GIN,≥ 5 total,cum case,1,72.1,0.3,0,0,1.5,0.6,0.5,-0.3,0.7,0.9,2.4
SOM,≥ 5 total,cum case,1,331.7,1.9,0.4,0,-1.5,0.1,0.1,0.2,0.8,1.2,2.4
SOM,≥ 10 total,cum case,2,336.8,2,0.4,0,-1.5,0.1,0.2,0.1,0.8,1.2,2.4
SOM,≥ 50 total,cum case,4,360.9,2,0.4,0,-0.8,0.3,0.2,0.2,0.8,0.9,2.4
SSD,2-week,trend,4,482.7,2.2,0.4,0,-2.8,0.5,0.2,0.1,0.6,0.9,2.3
SLE,≥ 25 total,cum case,3,285,2.2,0.4,0,-0.8,0.3,0.7,-0.1,0.7,0.7,2.3
GNB,≥ 100 total,cum case,5,890.5,2.8,0.5,0,3,1.2,0.6,0.2,0.5,-0.2,2.3
GNB,≥ 2 weekly,case,1,654.2,2.5,0.5,0,-1,0.3,0.4,0.2,0.5,0.8,2.2
BDI,≥ 50 total,cum case,4,156.8,0.7,0.1,0,-1,0.7,0.3,0.2,0.8,0.2,2.2
MWI,≥ 100 total,cum case,5,286.3,0.9,0.3,0,2.8,0.5,0.5,0.5,0.7,-0,2.2
KEN,≥ 1 per 10K,rate,3,517.9,1.6,0.5,0,3,0.9,0.9,0.4,0.5,-0.5,2.2
MWI,≥ 1.5 per 10K,rate,4,351.7,1.2,0.3,0.2,5.3,1,1.1,0.7,-0,-0.6,2.2
NER,≥ 7.5 per 10K,rate,7,797,3.3,1,0.8,8,1.4,1.7,1.8,-1.6,-1.1,2.1999999999999997
SSD,≥ 2 weekly,case,1,474.2,2.2,0.3,0,-4,0.4,0.2,-0.3,0.6,1.2,2.1
MWI,≥ 5 weekly,case,2,273.9,0.8,0.2,0,-0.2,0.4,0.3,-0,0.7,0.7,2.1
GNB,≥ 25 total,cum case,3,641,2.5,0.5,0,-0.5,0.3,0.4,0.2,0.5,0.7,2.1
GNB,1-week,trend,2,575.2,2.3,0.4,0,-3.5,0.1,0.2,-0.2,0.5,1.4,2
UGA,≥ 25 total,cum case,3,56.7,0.4,0,0,2.3,0.9,0.3,-0.5,0.7,0.6,2
TZA,≥ 1.5 per 10K,rate,4,232.9,0.9,0.4,0.5,6.7,1.1,1.2,1.4,-0.4,-1.3,2
SOM,1-week,trend,2,309.4,1.7,0.4,0,-1.5,-0.1,-0.1,0.1,0.8,1.2,1.9
GIN,3-week,trend,6,75.2,0.3,0,0,2.7,0.7,0.5,-0.3,0.7,0.3,1.9
GIN,≥ 10 total,cum case,2,70.6,0.3,0,0,1.8,0.5,0.3,-0.3,0.7,0.7,1.9
COD,≥ 1000 total,cum case,7,411.5,2.3,1,1,4,1.4,0.1,2.6,-1.8,-0.4,1.9
SLE,≥ 7.5 per 10K,rate,7,294,2.6,0.7,0.9,6,0.6,1.6,2.7,-1.7,-1.4,1.8000000000000003
TZA,≥ 100 total,cum case,5,216.6,0.8,0.2,0.1,4.5,0.9,0.6,0.5,0.6,-0.8,1.7999999999999998
BDI,≥ 10 weekly,case,3,135.2,0.6,0.2,0,-0.5,0.2,0.1,0.5,0.8,0.1,1.7000000000000002
UGA,2-week,trend,4,39.1,0.2,0,0,1.7,-0.9,-0.8,1.8,0.7,0.9,1.7
MWI,≥ 10 weekly,case,3,283.3,0.8,0.2,0,2,0.5,0.3,0.1,0.7,0.1,1.7
TZA,≥ 25 weekly,case,4,214.4,0.7,0.3,0.1,5.5,0.8,0.6,0.7,0.6,-1,1.7
GHA,≥ 50 total,cum case,4,158.5,0.5,0.2,0,1,0.3,0.3,0.7,0.8,-0.4,1.7
MWI,≥ 1 per 10K,rate,3,286,0.9,0.3,0.2,3,0.5,0.6,0.7,-0,-0.1,1.7
GHA,≥ 5 weekly,case,2,178.2,0.5,0.2,0,1.5,0.6,0.6,0.1,0.8,-0.5,1.6
MWI,≥ 10 total,cum case,2,221.2,0.6,0.2,0,-2,0.1,-0.1,-0.2,0.7,1.1,1.6
TCD,≥ 50 total,cum case,4,613.4,4.8,0.5,0,-1.5,0.3,0.1,0.1,0.6,0.5,1.6
BDI,≥ .25 per 10K,rate,1,128.5,0.6,0.1,0,-3,0.1,0,0.2,0.8,0.5,1.6
COD,≥ 5 per 10K,rate,6,387.2,4.6,0.5,0.8,6.2,1.2,1.8,0.7,-1.2,-0.9,1.6
TCD,≥ 10 weekly,case,3,613.8,4.8,0.5,0,-0.5,0.3,0.1,0.3,0.6,0.3,1.5999999999999999
ETH,≥ 100 total,cum case,5,258.9,1.7,0.2,0,3,0.3,0,0.7,0.6,0,1.5999999999999999
GHA,1-week,trend,2,113.9,0.3,0.2,0,-6,-0.5,-0.5,-0,0.8,1.7,1.5
CMR,≥ 10 weekly,case,3,333.7,2.7,0.3,0,3.4,0.3,0.4,0,0.7,0.1,1.5
MOZ,≥ 50 total,cum case,4,474,2.3,0.8,0,-1,0.4,0.5,-0.2,0.7,0.1,1.5
MWI,≥ 500 total,cum case,6,357.5,1.3,0.5,0.8,7,1,1.4,1.7,-1.6,-1,1.4999999999999998
GNB,≥ 5 weekly,case,2,575.8,2.3,0.5,0,0.5,0.1,0.2,0.2,0.5,0.4,1.4000000000000001
ETH,≥ 25 weekly,case,4,277.1,1.8,0.2,0,4.3,0.4,0.1,0.8,0.6,-0.5,1.4000000000000001
GNB,≥ .25 per 10K,rate,1,575.8,2.3,0.5,0,0.5,0.1,0.2,0.2,0.5,0.4,1.4000000000000001
SSD,≥ 10 weekly,case,3,521.1,2.1,0.3,0,0.8,0.9,0,-0.2,0.6,0.1,1.4
CMR,≥ .25 per 10K,rate,1,300.9,2.7,0.3,0,1.1,-0,0.4,-0.2,0.7,0.5,1.4
GNB,≥ 1 per 10K,rate,3,689,2.7,0.5,0,3.5,0.5,0.5,0.2,0.5,-0.3,1.4
BDI,≥ 5 weekly,case,2,123.5,0.6,0.1,0,-3,-0,-0.1,0.1,0.8,0.5,1.3
NGA,≥ 50 weekly,case,5,402.6,1.3,0.2,0.4,4.4,0.7,0.9,0.5,-0.3,-0.5,1.3
GIN,≥ 50 total,cum case,4,65.2,0.3,0,0,2.7,0.3,0.3,-0.3,0.7,0.3,1.2999999999999998
SLE,2-week,trend,4,272,2,0.4,0,-1.3,0,0.2,-0.6,0.7,0.9,1.2
SLE,≥ 25 weekly,case,4,300.1,1.9,0.5,0.2,2.4,0.7,-0.2,0.9,0.1,-0.3,1.2
NER,≥ 250 weekly,case,7,696,2.9,1,0.8,9,1,1.3,1.8,-1.6,-1.3,1.2
CMR,≥ 50 total,cum case,4,325.8,2.6,0.3,0,3,0.2,0.3,-0.1,0.7,0.1,1.2
CMR,≥ 1.5 per 10K,rate,4,334.3,3,0.3,0.1,5.2,0.3,0.9,-0,0.3,-0.3,1.2
MWI,1-week,trend,2,112.6,0.4,0.1,0,-7.5,-0.7,-0.6,-0.7,0.7,2.4,1.1
SOM,2-week,trend,4,316.1,1.6,0.3,0,0.1,-0.1,-0.2,-0,0.8,0.6,1.1
GIN,≥ 25 total,cum case,3,61.3,0.2,0,0,2.5,0.1,0.2,-0.3,0.7,0.4,1.1
GHA,≥ .5 per 10K,rate,2,172.7,0.5,0.2,0,2.5,0.5,0.5,0.1,0.8,-0.8,1.1
CMR,≥ 2.5 per 10K,rate,5,336.6,3.1,0.4,0.2,6.4,0.3,1.1,0.3,0,-0.6,1.1
CMR,≥ 5 weekly,case,2,299.6,2.6,0.3,0,2.4,-0,0.2,-0.2,0.7,0.3,1
MWI,≥ 5 total,cum case,1,183.7,0.5,0.1,0,-2.8,-0.2,-0.3,-0.5,0.7,1.3,1
MWI,≥ 25 total,cum case,3,211.7,0.6,0.1,0,-0.2,-0,-0.1,-0.3,0.7,0.7,0.9999999999999999
SLE,≥ 50 total,cum case,4,268.7,2.1,0.4,0,-0.1,-0.1,0.3,-0.4,0.7,0.5,0.9999999999999999
UGA,1-week,trend,2,37.3,0.2,0,0,0.7,-1.1,-1.1,1.1,0.7,1.4,0.9999999999999998
GNB,≥ 10 weekly,case,3,685.7,2.3,0.3,0,2,0.5,0.2,-0.4,0.5,0.1,0.9
NER,≥ 100 total,cum case,5,464.7,1.7,0.3,0,2.5,0.2,0.2,-0.2,0.6,0.1,0.9
TCD,≥ 1 per 10K,rate,3,596.4,4.9,0.5,0,1.6,0.2,0.1,0.3,0.6,-0.3,0.9
GNB,≥ 25 weekly,case,4,733,2.1,0.5,0,4,0.6,-0,0.2,0.5,-0.4,0.8999999999999999
UGA,≥ 25 weekly,case,4,56.5,0.4,0,0,4.3,0.8,0.2,-0.5,0.7,-0.4,0.8
TCD,≥ 25 total,cum case,3,553.1,4.5,0.4,0,-2.7,-0.1,-0.2,-0.3,0.6,0.8,0.8
TZA,≥ .5 per 10K,rate,2,170.4,0.6,0.2,0,3.7,0.2,0.3,0.1,0.8,-0.6,0.8
CMR,3-week,trend,6,269.1,2.4,0.3,0,0.3,-0.3,-0.1,-0.2,0.7,0.7,0.7999999999999999
SSD,≥ .25 per 10K,rate,1,462.9,2.2,0.3,0,0.8,0.3,0.2,-0.4,0.6,0.1,0.7999999999999999
ETH,≥ 2.5 per 10K,rate,5,303.2,2.7,0.2,0.4,4.5,0.6,0.8,0.4,-0.5,-0.6,0.7000000000000001
SSD,≥ 5 weekly,case,2,468.2,2,0.3,0,0.5,0.4,-0.3,-0.2,0.6,0.2,0.7
MWI,≥ .25 per 10K,rate,1,218,0.6,0.2,0,1.8,0,-0,-0.2,0.7,0.2,0.7
MWI,2-week,trend,4,169.9,0.5,0.1,0,-2.2,-0.3,-0.4,-0.5,0.7,1.1,0.6000000000000001
MWI,3-week,trend,6,191.8,0.5,0.1,0,-1,-0.1,-0.3,-0.5,0.7,0.8,0.6
UGA,3-week,trend,6,50.2,0.3,0,0,2.7,0.2,-0.2,-0.5,0.7,0.4,0.6
CMR,≥ 2 weekly,case,1,263.7,2.3,0.3,0,-0.6,-0.3,-0.3,-0.4,0.7,0.9,0.6
CMR,≥ 25 weekly,case,4,324.8,2.5,0.4,0.1,5.6,0.2,0.1,0.2,0.5,-0.4,0.6
BDI,≥ 25 total,cum case,3,118.3,0.5,0.1,0,-4,-0.1,-0.3,-0.4,0.8,0.6,0.6
CMR,≥ 25 total,cum case,3,280,2.4,0.3,0,1.3,-0.2,-0.1,-0.3,0.7,0.5,0.6
TZA,3-week,trend,6,134.9,0.5,0.1,0,0.8,-0.2,-0.2,-0.1,0.8,0.2,0.5
KEN,≥ 25 weekly,case,4,379.2,1.1,0.3,0,3,0.3,0.3,-0.1,0.5,-0.5,0.5
COD,≥ 250 weekly,case,7,324.5,1.8,1,1,5,0.6,-0.3,2.6,-1.8,-0.6,0.5
TCD,≥ 10 total,cum case,2,490,3.8,0.3,0,-6.5,-0.5,-0.6,-0.8,0.6,1.8,0.5
TZA,≥ 1 per 10K,rate,3,188.1,0.7,0.2,0.2,5.3,0.5,0.6,0.2,0.2,-1,0.5
TCD,≥ 5 weekly,case,2,549.4,4.4,0.4,0,-0.8,-0.1,-0.2,-0.1,0.6,0.3,0.49999999999999994
CMR,≥ 10 total,cum case,2,252.1,2.1,0.3,0,-2.2,-0.5,-0.5,-0.4,0.7,1.2,0.4999999999999999
TCD,≥ 5 total,cum case,1,481.4,3.8,0.3,0,-6.7,-0.6,-0.6,-0.8,0.6,1.8,0.4
KEN,≥ 100 total,cum case,5,264.1,0.8,0.4,0,2,-0.2,-0.2,0.1,0.5,0.2,0.4
GIN,≥ 5 weekly,case,2,60.4,0.2,0,0,3.5,0.1,0.1,-0.3,0.7,-0.2,0.39999999999999997
MOZ,≥ 25 weekly,case,4,410.5,1.7,1,0,1,-0.2,-0.5,0.8,0.7,-0.4,0.39999999999999997
MOZ,≥ 1.5 per 10K,rate,4,410.5,1.7,1,0,1,-0.2,-0.5,0.8,0.7,-0.4,0.39999999999999997
TZA,≥ 5 total,cum case,1,86.5,0.3,0.1,0,-5.9,-0.9,-0.8,-0.6,0.8,1.9,0.3999999999999999
TCD,≥ .5 per 10K,rate,2,541.6,4.4,0.4,0,-0.5,-0.2,-0.2,-0.1,0.6,0.3,0.3999999999999999
ETH,≥ 25 total,cum case,3,144,1,0.1,0,0.3,-0.5,-0.6,-0.3,0.6,1.1,0.3000000000000001
SOM,≥ 10 weekly,case,3,322.5,1.2,0.3,0,0.7,-0,-0.6,-0.2,0.8,0.3,0.30000000000000004
TZA,≥ 10 weekly,case,3,153.8,0.6,0.1,0,2.9,0,-0,-0.1,0.8,-0.4,0.30000000000000004
CMR,≥ 100 total,cum case,5,301.9,2.4,0.3,0.1,5,-0,-0,0.1,0.5,-0.3,0.30000000000000004
ETH,≥ 50 total,cum case,4,177.2,1.2,0.1,0,2,-0.3,-0.4,0,0.6,0.4,0.3
NGA,≥ 100 total,cum case,5,226.7,0.8,0.2,0,2.9,-0.2,-0.2,-0.1,0.7,0.1,0.29999999999999993
UGA,≥ 1 per 10K,rate,3,49.4,0.4,0,0,4.3,0.1,0.4,-0.5,0.7,-0.4,0.29999999999999993
NGA,≥ 2.5 per 10K,rate,5,363.2,1.3,0.2,0.5,5,0.5,0.8,0.4,-0.7,-0.8,0.20000000000000007
NGA,≥ 25 weekly,case,4,290.4,1,0.2,0.1,4.6,0.1,0.1,0.1,0.5,-0.6,0.20000000000000004
TCD,≥ .25 per 10K,rate,1,527.2,4.3,0.4,0,-0.9,-0.3,-0.3,-0.2,0.6,0.4,0.2
NER,≥ 25 weekly,case,4,379.2,1.2,0.4,0,3,-0.1,-0.3,-0,0.6,-0,0.19999999999999998
TZA,≥ .25 per 10K,rate,1,142.3,0.5,0.1,0,2.7,-0.1,-0.1,-0.2,0.8,-0.3,0.10000000000000003
TZA,1-week,trend,2,78.6,0.3,0,0,-6.7,-1,-0.9,-0.8,0.8,2,0.09999999999999998
TCD,≥ 50 weekly,case,5,596.5,4.7,0.5,0.1,4.1,0.2,-0,0.6,0.2,-0.9,0.09999999999999998
MWI,≥ 50 total,cum case,4,171.6,0.5,0.2,0,2,-0.3,-0.3,-0.1,0.7,0.1,0.09999999999999998
NGA,≥ 50 total,cum case,4,186,0.7,0.1,0,1.7,-0.4,-0.5,-0.5,0.8,0.7,0.09999999999999998
GIN,≥ .25 per 10K,rate,1,56,0.2,0,0,3.5,-0.1,0,-0.3,0.7,-0.2,0.09999999999999995
TZA,2-week,trend,4,95.1,0.4,0.1,0,-3.6,-0.8,-0.7,-0.6,0.8,1.3,1.1102230246251565e-16
TZA,≥ 10 total,cum case,2,93.2,0.4,0.1,0,-3.8,-0.8,-0.7,-0.6,0.8,1.3,1.1102230246251565e-16
TZA,≥ 2 weekly,case,1,122.1,0.5,0.1,0,0.8,-0.4,-0.3,-0.3,0.8,0.2,5.551115123125783e-17
TZA,≥ 50 total,cum case,4,148.1,0.5,0.1,0,2.7,-0.1,-0.1,-0.3,0.8,-0.3,5.551115123125783e-17
ETH,≥ 1.5 per 10K,rate,4,228.3,1.9,0.1,0.1,4.4,0.1,0.1,-0.1,0.4,-0.5,2.7755575615628914e-17
COD,1-week,trend,2,91.2,0.7,0.1,0,-7.9,-1.3,-1.1,-1,0.7,2.7,0
TCD,2-week,trend,4,504.4,4,0.4,0,-2.7,-0.4,-0.5,-0.5,0.6,0.8,0
COD,≥ 50 weekly,case,5,332.4,2.7,0.4,0.5,6.4,0.7,0.4,0.4,-0.5,-1,0
TZA,≥ 25 total,cum case,3,119.2,0.4,0.1,0,-0.1,-0.4,-0.4,-0.4,0.8,0.4,0
SOM,≥ 100 weekly,case,6,534.6,2.2,0.4,0.6,5.5,1.9,0.5,0.2,-0.9,-1.7,-5.551115123125783e-17
COD,≥ 2.5 per 10K,rate,5,290.4,2.9,0.3,0.4,5.8,0.4,0.6,-0,-0.2,-0.8,-5.551115123125783e-17
SOM,≥ 2 weekly,case,1,288.4,1.2,0.3,0,0.5,-0.3,-0.7,-0.3,0.8,0.4,-0.09999999999999987
ETH,≥ 10 total,cum case,2,118.2,0.8,0.1,0,-0.4,-0.7,-0.8,-0.5,0.6,1.3,-0.09999999999999998
GIN,≥ 2 weekly,case,1,55.3,0.2,0,0,3.3,-0.1,-0.3,-0.3,0.7,-0.1,-0.10000000000000003
GIN,≥ 10 weekly,case,3,56,0.2,0,0,3.8,-0.1,-0.1,-0.3,0.7,-0.3,-0.10000000000000003
SLE,≥ .5 per 10K,rate,2,256.6,2.1,0.4,0,1.4,-0.4,0.2,-0.6,0.7,0,-0.10000000000000003
SOM,≥ 5 weekly,case,2,296.9,1.1,0.3,0,0.6,-0.3,-0.7,-0.3,0.8,0.3,-0.1999999999999999
SOM,≥ .25 per 10K,rate,1,285.6,1.2,0.3,0,0.5,-0.4,-0.7,-0.3,0.8,0.4,-0.1999999999999999
NGA,1-week,trend,2,99,0.4,0.1,0,-0.7,-0.9,-1,-0.9,0.8,1.8,-0.19999999999999996
NGA,2-week,trend,4,135.4,0.5,0.1,0,0.5,-0.7,-0.8,-0.8,0.8,1.3,-0.19999999999999996
TZA,≥ 5 weekly,case,2,138,0.5,0.1,0,2.6,-0.2,-0.2,-0.3,0.8,-0.3,-0.19999999999999996
NGA,≥ 5 total,cum case,1,106.6,0.4,0.1,0,-0.4,-0.9,-0.9,-0.8,0.8,1.6,-0.19999999999999996
ETH,≥ 10 weekly,case,3,179.9,1.2,0.1,0,3.4,-0.3,-0.4,0,0.6,-0.1,-0.20000000000000004
COD,≥ 50 total,cum case,4,215.9,1.6,0.3,0,2.2,-0.3,-0.4,-0.3,0.7,0.1,-0.20000000000000004
GIN,≥ .5 per 10K,rate,2,53.4,0.2,0,0,3.8,-0.2,-0.1,-0.3,0.7,-0.3,-0.20000000000000004
NER,≥ .5 per 10K,rate,2,343.9,1.3,0.3,0,2.7,-0.3,-0.2,-0.4,0.6,0.1,-0.20000000000000004
BDI,1-week,trend,2,65.8,0.3,0,0,-17.5,-1.3,-1.2,-0.9,0.8,2.4,-0.20000000000000007
MOZ,2-week,trend,4,403.6,2,0.6,0,-1.5,-0.3,0,-0.8,0.7,0.2,-0.20000000000000007
CMR,≥ 5 total,cum case,1,210.3,1.8,0.2,0,-4.3,-0.8,-1.1,-0.7,0.7,1.7,-0.20000000000000018
