country,alert_lab,alert_type,alert_stringency,impact_mean,eff_mean,ppv,missed_prop,delay_mean,std_impact,std_eff,std_ppv,std_missed,std_delay,util_score
SLE,3-week,trend,6,81.2,2.6,0.1,0,1.5,-0.9,-1,0.6,0.5,0.8,0
COD,≥ 10 weekly,case,3,213.3,1603.1,0.2,0,3.5,-0.2,0.6,-0.1,0.5,-0.8,-8.326672684688674e-17
CMR,≥ 25 weekly,case,4,164,4.9,0.3,0,4,0.4,0,0.8,0.5,-1.8,-0.09999999999999998
COD,≥ 100 weekly,case,6,746.3,104.5,0.8,0.8,3.5,1.5,-0.9,2,-1.9,-0.8,-0.09999999999999998
ETH,≥ 10 total,cum case,2,173.3,7.5,0.1,0,-0.5,-0.6,-0.5,-0.7,0.5,1.2,-0.09999999999999998
COD,≥ 25 total,cum case,3,191.1,960.5,0.2,0,0,-0.3,-0,-0.3,0.5,-0.1,-0.19999999999999998
COD,≥ 5 total,cum case,1,102.6,375.3,0.1,0,-6.8,-0.6,-0.6,-0.7,0.5,1.1,-0.2999999999999998
COD,≥ .25 per 10K,rate,1,98.5,369.1,0.1,0,-6.7,-0.6,-0.6,-0.7,0.5,1.1,-0.2999999999999998
COD,≥ .5 per 10K,rate,2,104.1,401.7,0.1,0,-6.6,-0.6,-0.6,-0.7,0.5,1.1,-0.2999999999999998
ETH,≥ 1000 total,cum case,7,318,8.4,0.7,0.8,3,0.8,-0.3,2.4,-2.4,-0.8,-0.3
ETH,≥ 5 total,cum case,1,145.6,6.4,0.1,0,-0.9,-0.8,-0.7,-0.8,0.5,1.4,-0.40000000000000013
SLE,≥ 1.5 per 10K,rate,4,91.1,3.1,0.1,0,2.5,-0.6,-0.6,0.2,0.5,0,-0.49999999999999994
GIN,≥ 1.5 per 10K,rate,4,177.7,11.9,0,0,2,-0.1,0.1,-0.9,0.5,-0.1,-0.5
ETH,≥ 2.5 per 10K,rate,5,207.8,9.1,0.2,0,2,-0.3,-0.1,-0.4,0.5,-0.2,-0.5
GIN,≥ 2.5 per 10K,rate,5,177.7,11.9,0,0,2,-0.1,0.1,-0.9,0.5,-0.1,-0.5
SLE,≥ .5 per 10K,rate,2,93.6,3.1,0,0,2.5,-0.5,-0.6,0,0.5,0,-0.6
CMR,≥ 2 weekly,case,1,103.3,3.7,0.1,0,0,-0.5,-0.5,-0.4,0.5,0.2,-0.7
SLE,≥ 2 weekly,case,1,93.3,3.1,0,0,2.5,-0.5,-0.7,0,0.5,0,-0.7
COD,≥ 500 total,cum case,6,824.8,143.1,0.5,0.8,3,1.7,-0.8,1,-1.9,-0.7,-0.7
COD,≥ 7.5 per 10K,rate,7,156.7,1170.4,0.2,0,3,-0.4,0.2,-0.3,0.5,-0.7,-0.7
COD,≥ 1 per 10K,rate,3,112.5,446.9,0.1,0,-2.8,-0.5,-0.5,-0.7,0.5,0.4,-0.7999999999999999
ETH,≥ 5 weekly,case,2,188.3,8,0.1,0,1.7,-0.4,-0.4,-0.5,0.5,-0,-0.8
COD,≥ 10 total,cum case,2,118.3,496,0.1,0,-2.5,-0.5,-0.5,-0.6,0.5,0.3,-0.8
ETH,≥ 1.5 per 10K,rate,4,183,8.2,0.1,0,1.7,-0.5,-0.3,-0.5,0.5,-0,-0.8
COD,≥ 2.5 per 10K,rate,5,135.1,636.2,0.1,0,-0.8,-0.5,-0.3,-0.5,0.5,0,-0.8
CMR,≥ 5 total,cum case,1,75.4,2.4,0.1,0,-2,-1,-1.1,-0.4,0.5,1.2,-0.8000000000000002
COD,3-week,trend,6,113.7,384.5,0.1,0,-2.9,-0.5,-0.6,-0.7,0.5,0.4,-0.8999999999999999
COD,≥ 1.5 per 10K,rate,4,118.5,510.9,0.1,0,-1.8,-0.5,-0.5,-0.6,0.5,0.2,-0.8999999999999999
COD,≥ 5 weekly,case,2,152,920.2,0.2,0,2.5,-0.4,-0.1,-0.3,0.5,-0.6,-0.9
CMR,≥ 10 total,cum case,2,69.2,2.5,0.1,0,-1.5,-1.1,-1,-0.3,0.5,1,-0.9000000000000001
CMR,3-week,trend,6,101.2,2.9,0.1,0,-0.5,-0.6,-0.9,-0.5,0.5,0.5,-1
CMR,≥ .25 per 10K,rate,1,95.8,3.4,0.1,0,0,-0.6,-0.6,-0.5,0.5,0.2,-1
SLE,≥ 1 per 10K,rate,3,86.1,2.9,0,0,2.5,-0.7,-0.8,0,0.5,0,-1
COD,≥ 5 per 10K,rate,6,135.2,929.1,0.1,0,2.5,-0.5,-0,-0.4,0.5,-0.6,-1
SLE,≥ 5 weekly,case,2,85.7,2.7,0.1,0,3,-0.7,-1,0.4,0.5,-0.3,-1.0999999999999999
ETH,2-week,trend,4,120.6,5.4,0.1,0,-0.7,-1.1,-1,-0.8,0.5,1.3,-1.1
COD,≥ 2 weekly,case,1,125.5,500.2,0.1,0,0,-0.5,-0.5,-0.6,0.5,-0.1,-1.2
CMR,2-week,trend,4,62.7,1.9,0.1,0,-2,-1.2,-1.3,-0.5,0.5,1.2,-1.3
ETH,≥ 2 weekly,case,1,148.8,6.8,0.1,0,1.1,-0.8,-0.7,-0.7,0.5,0.3,-1.4
SLE,≥ 10 weekly,case,3,106.1,3.2,0,0,3,-0.2,-0.5,-0.9,0.5,-0.3,-1.4
ETH,≥ 1 per 10K,rate,3,156.9,7.2,0.1,0,1.3,-0.7,-0.6,-0.7,0.5,0.1,-1.4
ETH,≥ .5 per 10K,rate,2,142.9,6.7,0.1,0,1.1,-0.9,-0.7,-0.8,0.5,0.3,-1.6
SLE,≥ 2.5 per 10K,rate,5,100.7,3.2,0,0,3,-0.4,-0.6,-0.9,0.5,-0.3,-1.7
GIN,≥ 5 weekly,case,2,145.3,8.8,0,0,2.7,-0.4,-0.5,-0.9,0.5,-0.4,-1.7000000000000002
ETH,≥ .25 per 10K,rate,1,131.6,6.1,0.1,0,0.9,-1,-0.8,-0.8,0.5,0.4,-1.7000000000000002
CMR,1-week,trend,2,24.3,0.8,0,0,-4,-1.8,-1.8,-1,0.5,2.2,-1.9
ETH,3-week,trend,6,126,5.8,0.1,0,1,-1,-0.9,-0.8,0.5,0.3,-1.9000000000000001
ETH,≥ 250 weekly,case,7,222.5,6.6,0.5,0.9,2,-0.1,-0.7,1.5,-2.6,-0.2,-2.1
GIN,≥ 50 total,cum case,4,122,7.9,0,0,3,-0.7,-0.7,-0.9,0.5,-0.5,-2.3
SLE,≥ 50 weekly,case,5,106,4.7,0,0.5,4,-0.2,0.7,-0.9,-1.1,-1,-2.5
GIN,≥ 5 per 10K,rate,6,111.7,7.4,0,0,3.3,-0.8,-0.8,-0.9,0.5,-0.6,-2.6
GIN,≥ 10 weekly,case,3,104.3,6.7,0,0,3.7,-0.9,-0.9,-0.9,0.5,-0.7,-2.9
GIN,≥ 7.5 per 10K,rate,7,74.3,4.9,0,0,4.3,-1.2,-1.2,-0.9,0.5,-1,-3.8
CMR,≥ 7.5 per 10K,rate,7,83,4.6,0,0.5,2,-0.8,-0.1,-1.3,-0.8,-0.8,-3.8000000000000003
GIN,≥ 100 total,cum case,5,68.3,4.3,0,0,4.7,-1.3,-1.3,-0.9,0.5,-1.1,-4.1000000000000005
CMR,≥ 50 weekly,case,5,86,5.2,0,0.5,4,-0.8,0.2,-1.3,-0.8,-1.8,-4.5
GIN,≥ 25 weekly,case,4,54.7,3.7,0,0,5.3,-1.5,-1.5,-0.9,0.5,-1.4,-4.8
SLE,≥ 100 weekly,case,6,68,3,0,0.5,5,-1.2,-0.7,-0.9,-1.1,-1.7,-5.6
SLE,≥ 500 total,cum case,6,68,3,0,0.5,5,-1.2,-0.7,-0.9,-1.1,-1.7,-5.6
GIN,≥ 50 weekly,case,5,41.5,2.2,0,0.3,6,-1.6,-1.7,-0.9,-0.4,-1.6,-6.2
SSD,≥ 50 weekly,case,5,35.1,2,0,0.6,5,-2,-2,-2.1,-1.2,-1.4,-8.7
SSD,≥ 500 total,cum case,6,0,0,0,0.9,4,-2.4,-2.1,-2.1,-1.9,-1,-9.5
SSD,≥ 100 weekly,case,6,0,0,0,0.8,6,-2.4,-2.1,-2.1,-1.6,-1.8,-10
