country,alert_lab,alert_type,alert_stringency,impact_mean,eff_mean,ppv,missed_prop,delay_mean,std_impact,std_eff,std_ppv,std_missed,std_delay,util_score
SLE,≥ 50 total,cum case,4,3073,3.6,0.7,0,-3.6,0.8,0.9,-0.2,0.7,1,3.2
KEN,≥ 1000 total,cum case,7,3028,0.8,1,0.9,21,2.7,2.3,1.8,-1.3,-2.3,3.2
ETH,≥ 1000 total,cum case,7,5118.9,0.5,0.9,0.8,9.5,2.9,0.6,2.3,-1.2,-1.4,3.1999999999999997
SSD,3-week,trend,6,1172.5,1,0.7,0,-1.6,1.1,0.9,0.1,0.6,0.4,3.1
COD,≥ 100 weekly,case,6,1761,0.1,0.5,0.6,4.2,2,0.4,2,-0.5,-0.8,3.1
GIN,2-week,trend,4,947.9,0.7,0.5,0,-1.8,0.7,0.9,-0.2,0.6,1,3
GIN,≥ 50 total,cum case,4,1039.5,0.7,0.6,0,3.4,1.1,1,0.3,0.6,-0,3
NER,≥ 50 weekly,case,5,474.9,0.5,0.5,0.3,3.8,1.6,0.7,1,-0.1,-0.3,2.9
SDN,≥ 5 total,cum case,1,753.3,0,0.2,0,-0.3,0.5,0.7,-0.6,0.8,1.5,2.9
SDN,≥ 250 weekly,case,7,1043,0.1,1,0.7,4,1.5,1.4,2.5,-0.7,-1.9,2.8
MWI,≥ 100 total,cum case,5,1386.7,1.1,0.5,0,4.3,1,0.5,0.3,0.7,0.3,2.8
GHA,≥ 500 total,cum case,6,1856.2,0.6,1,0.3,2.2,1.2,1.2,1.3,-0.1,-0.8,2.8
ETH,≥ 250 weekly,case,7,4562.1,0.5,0.9,0.8,8.4,2.5,0.2,2.4,-1.2,-1.2,2.7
NER,≥ 1 per 10K,rate,3,425.1,0.8,0.5,0.8,4,1.2,2.2,1,-1.4,-0.3,2.7
MWI,≥ 2.5 per 10K,rate,5,1426.7,1.7,0.7,0.5,16,1.1,2.1,1.4,-1.1,-0.8,2.7
GHA,≥ 10 weekly,case,3,1688.2,0.6,0.5,0,-10.8,0.7,0.7,-0.6,0.8,1,2.6
CMR,≥ 50 weekly,case,5,2562.7,1.2,0.7,0.6,4.3,1.4,1.3,0.2,-0.4,0.1,2.6
NGA,≥ 7.5 per 10K,rate,7,3894.7,6.9,1,0.9,5.7,1.6,2.3,1.5,-1.8,-1,2.5999999999999996
SSD,2-week,trend,4,1047.8,0.8,0.6,0,-6.2,0.7,0.3,-0.4,0.6,1.3,2.5
COD,≥ 50 weekly,case,5,916.5,0.2,0.4,0.3,4.4,0.5,1.1,1.5,0.3,-0.9,2.5
SSD,≥ 25 total,cum case,3,1007.5,1,0.7,0,-1.5,0.5,0.8,0.3,0.6,0.3,2.5
TZA,≥ .5 per 10K,rate,2,691,0.6,0.4,0.3,6.1,1.1,1.5,-0,0.1,-0.2,2.5
GIN,≥ 100 total,cum case,5,1048.9,0.7,0.6,0,5.6,1.1,1,0.1,0.6,-0.4,2.4
MOZ,≥ 100 total,cum case,5,940.8,0.4,0.6,0,-3,0.5,0.5,0.6,0.8,-0,2.4
NER,≥ 100 total,cum case,5,337.3,0.4,0.2,0,1.2,0.6,0.5,-0.1,0.8,0.6,2.4
SDN,≥ 10 total,cum case,2,744.3,0,0.2,0,0,0.4,0.5,-0.6,0.8,1.2,2.3
NGA,≥ 5 per 10K,rate,6,3594.8,6.3,1,0.9,5,1.3,2,1.5,-1.7,-0.8,2.3
GHA,≥ 50 weekly,case,5,1739.4,0.6,1,0.3,2.5,0.9,1,1.3,-0.1,-0.9,2.2
TZA,≥ .25 per 10K,rate,1,583.7,0.6,0.4,0.2,2.8,0.6,1.2,-0.3,0.5,0.2,2.2
MWI,≥ 10 weekly,case,3,1257.6,1,0.4,0,1.8,0.6,0.1,0.2,0.7,0.6,2.1999999999999997
MWI,≥ 100 weekly,case,6,1245.4,1.3,0.6,0.2,12.4,0.6,0.9,1,0.1,-0.5,2.1
SSD,≥ 100 total,cum case,5,974.3,1,0.7,0,0.3,0.4,0.8,0.4,0.6,-0.1,2.1
NER,≥ 500 total,cum case,6,486.7,0.4,0.5,0.5,3.7,1.7,0.1,1,-0.5,-0.2,2.1
SDN,1-week,trend,2,645.7,0,0.1,0,-0.3,0.1,0.3,-0.7,0.8,1.5,2
SLE,≥ 2 weekly,case,1,3005.7,3.5,0.6,0,-2.8,0.7,0.7,-0.9,0.7,0.8,2
SLE,≥ 5 weekly,case,2,3005.7,3.5,0.6,0,-2.8,0.7,0.7,-0.9,0.7,0.8,2
SLE,≥ 10 weekly,case,3,3005.7,3.5,0.6,0,-2.8,0.7,0.7,-0.9,0.7,0.8,2
GHA,≥ 50 total,cum case,4,1501.7,0.5,0.6,0,-11,0.2,0.2,-0.3,0.8,1.1,2
ETH,≥ 500 total,cum case,6,2742.3,0.7,0.7,0.6,6.7,1,1.3,1.2,-0.6,-0.9,2
GHA,≥ .25 per 10K,rate,1,1696,0.6,1,0.3,2.8,0.7,1,1.3,-0.1,-0.9,2
TZA,≥ 10 weekly,case,3,509.1,0.5,0.4,0,0.5,0.2,0.6,-0.2,0.8,0.5,1.9
SDN,≥ 50 weekly,case,5,839,0,0.5,0.3,2,0.8,0.7,0.6,0.1,-0.3,1.9
GHA,≥ 100 weekly,case,6,1677.6,0.6,1,0.3,2.8,0.7,0.9,1.3,-0.1,-0.9,1.9
GIN,≥ 5 weekly,case,2,901.5,0.6,0.4,0,-1,0.5,0.5,-0.6,0.6,0.8,1.8
ETH,≥ 100 weekly,case,6,2652.5,0.6,0.7,0.5,6.5,0.9,1,1.1,-0.4,-0.8,1.8
UGA,≥ 10 total,cum case,2,55.3,0.1,0.1,0,0,-0.6,-0.6,1,0.7,1.3,1.8
ZMB,≥ 25 total,cum case,3,3027.3,1.2,0.7,0,-4.5,0.5,0.5,-0.5,0.4,0.9,1.8
SLE,≥ 1000 total,cum case,7,3532,3.7,1,0.6,3,1.5,1,1.9,-2,-0.6,1.7999999999999998
SLE,2-week,trend,4,2806.5,3.2,0.6,0,-3.8,0.4,0.4,-0.9,0.7,1.1,1.7000000000000002
UGA,2-week,trend,4,60.7,0.1,0.1,0,0,-0.5,-0.6,0.8,0.7,1.3,1.7000000000000002
MWI,≥ 5 weekly,case,2,1178.6,1,0.4,0,1,0.4,0,-0.1,0.7,0.7,1.7
COD,≥ 25 weekly,case,4,573.7,0.2,0.4,0.1,3.6,-0.1,0.6,1.2,0.7,-0.7,1.7
NER,≥ 100 weekly,case,6,447.8,0.3,0.6,0.5,4.3,1.4,-0.1,1.4,-0.5,-0.5,1.6999999999999997
GIN,1-week,trend,2,791.3,0.5,0.3,0,-7,0.1,0.1,-1.2,0.6,2,1.6
NER,≥ 25 weekly,case,4,313.4,0.3,0.3,0,2.5,0.4,0,0.2,0.8,0.2,1.6
ZMB,≥ 25 weekly,case,4,3040.9,1.2,1,0,2.5,0.5,0.5,0.6,0.4,-0.4,1.6
SSD,≥ 25 weekly,case,4,908.2,0.9,0.7,0,1.2,0.2,0.6,0.3,0.6,-0.2,1.5
TCD,≥ 100 weekly,case,6,3063.7,3.9,1,0,4.5,0.1,0.1,0.7,0.5,0.1,1.5
UGA,≥ 5 total,cum case,1,57.7,0.1,0.1,0,0,-0.5,-0.7,0.7,0.7,1.3,1.5
SSD,≥ 50 total,cum case,4,941.3,0.9,0.7,0,-0.6,0.3,0.5,0,0.6,0.1,1.5
GHA,≥ 1000 total,cum case,7,2091,0.5,1,0.7,3,1.9,0.2,1.3,-1,-0.9,1.5
NER,≥ .5 per 10K,rate,2,299.7,0.4,0.3,0.2,2.8,0.3,0.5,0.2,0.4,0.1,1.5
MOZ,2-week,trend,4,793.1,0.3,0.4,0,-7,0,0,-0.3,0.8,0.9,1.4000000000000001
COD,≥ 25 total,cum case,3,373.5,0.1,0.2,0,-2.6,-0.4,0.2,-0.4,0.9,1.1,1.4000000000000001
GHA,≥ 2 weekly,case,1,1441.3,0.5,0.5,0,-12.2,0,0,-0.6,0.8,1.2,1.4
SSD,≥ 5 weekly,case,2,893.9,0.9,0.7,0,0.4,0.1,0.5,0.3,0.6,-0.1,1.4
COD,≥ 10 total,cum case,2,362.5,0.1,0.2,0,-3.1,-0.5,0.3,-0.5,0.9,1.2,1.4
TCD,≥ 1.5 per 10K,rate,4,2949.3,3.8,1,0,5,0.1,0.1,0.7,0.5,-0,1.4
CMR,≥ 25 weekly,case,4,1246,0.6,0.8,0,5.1,-0,-0.1,0.5,0.9,-0,1.3
GHA,≥ 25 weekly,case,4,1585.8,0.5,0.7,0,0.3,0.4,0.6,0.1,0.8,-0.6,1.3
COG,≥ 10 total,cum case,2,390.5,0.7,0.5,0,-10,-0.1,-0.1,-0.2,0.8,0.9,1.3
SLE,≥ 100 total,cum case,5,2594.5,3.2,0.7,0,0,0.1,0.4,0,0.7,0.1,1.3
NER,≥ .25 per 10K,rate,1,282.8,0.3,0.3,0,2.7,0.2,0,0.2,0.8,0.1,1.3
COD,≥ 5 weekly,case,2,379.3,0.1,0.3,0,-1.3,-0.4,0.3,-0.2,0.9,0.7,1.2999999999999998
ETH,≥ 50 weekly,case,5,2115.4,0.5,0.6,0.2,4.9,0.5,0.3,0.7,0.3,-0.5,1.2999999999999998
COD,≥ 100 total,cum case,5,552.7,0.2,0.3,0.1,2.9,-0.1,0.6,0.6,0.7,-0.5,1.2999999999999998
NER,≥ 10 weekly,case,3,276.9,0.3,0.2,0,1.5,0.1,0.1,-0.3,0.8,0.5,1.2000000000000002
GIN,≥ 2 weekly,case,1,857.8,0.6,0.4,0,-1.6,0.3,0.3,-0.9,0.6,0.9,1.2
SOM,≥ 250 weekly,case,7,3702.8,2.5,0.8,0.7,7.1,2.8,0.8,0.2,-1.4,-1.2,1.2
MOZ,≥ 25 total,cum case,3,783,0.3,0.4,0,-6.3,-0,-0,-0.3,0.8,0.7,1.2
SOM,≥ 50 total,cum case,4,2155.2,1.9,0.7,0,-7.1,-0.2,-0.2,-0.4,0.7,1.3,1.2
TZA,≥ 100 total,cum case,5,516.4,0.4,0.4,0,1.8,0.3,0.1,-0.3,0.8,0.3,1.2
NGA,≥ 1.5 per 10K,rate,4,3775.4,4.3,0.9,0.8,5,1.5,1,1,-1.5,-0.8,1.2
COD,≥ 2 weekly,case,1,345.3,0.1,0.2,0,-2.1,-0.5,0.1,-0.3,0.9,0.9,1.1
COG,≥ 2 weekly,case,1,378.5,0.6,0.5,0,-9,-0.1,-0.1,-0.2,0.8,0.7,1.1
TZA,≥ 50 total,cum case,4,473,0.4,0.3,0,-0.5,0,0.1,-0.4,0.8,0.6,1.1
SOM,≥ 100 total,cum case,5,2221.8,1.9,0.8,0,-3.9,-0.1,-0.2,0,0.6,0.8,1.1
GIN,≥ 25 weekly,case,4,869,0.6,0.6,0,6.6,0.4,0.3,0.3,0.6,-0.6,1
KEN,≥ 50 weekly,case,5,920.9,0.4,0.6,0.1,4.5,0.1,0.1,0.3,0.6,-0.1,1
KEN,≥ 100 weekly,case,6,1165,0.5,0.6,0.3,9,0.4,0.8,0.5,0,-0.7,1
MOZ,≥ 5 total,cum case,1,716.4,0.3,0.4,0,-8,-0.2,-0.2,-0.5,0.8,1.1,1
GIN,≥ .25 per 10K,rate,1,869,0.6,0.6,0,6.6,0.4,0.3,0.3,0.6,-0.6,1
SOM,≥ .5 per 10K,rate,2,2372.5,2,0.8,0.1,3.2,0.2,0,0.8,0.4,-0.5,0.9000000000000001
MOZ,≥ 10 total,cum case,2,713.8,0.3,0.4,0,-7.7,-0.2,-0.2,-0.5,0.8,1,0.9
NER,≥ 50 total,cum case,4,238.8,0.3,0.1,0,0.5,-0.1,-0.2,-0.5,0.8,0.9,0.9
GHA,≥ .5 per 10K,rate,2,1512,0.5,1,0.3,3.2,0.2,0.5,1.3,-0.1,-1,0.9
UGA,1-week,trend,2,47.3,0.1,0,0,-1,-0.8,-0.8,0.2,0.7,1.6,0.8999999999999999
COD,≥ 10 weekly,case,3,409.8,0.2,0.3,0,1.8,-0.4,0.6,-0,0.9,-0.2,0.8999999999999999
SSD,≥ 10 weekly,case,3,874.5,0.9,0.7,0,1,0,0.5,0,0.6,-0.2,0.8999999999999999
COD,≥ 50 total,cum case,4,409.1,0.1,0.2,0,-1.5,-0.4,0.1,-0.4,0.9,0.7,0.8999999999999999
MOZ,≥ 50 total,cum case,4,754.1,0.3,0.4,0,-5.3,-0.1,-0.1,-0.3,0.8,0.5,0.8
ETH,≥ 100 total,cum case,5,1346.7,0.4,0.5,0,2,-0.1,-0.2,0.1,0.9,0.1,0.8
UGA,≥ 50 total,cum case,4,62.7,0.1,0.1,0,5,-0.4,-0.5,1.5,0.7,-0.5,0.7999999999999999
GIN,≥ 1000 total,cum case,7,835.4,0.5,1,0.6,5.5,0.2,-0.1,2.2,-1.2,-0.4,0.7000000000000002
ETH,≥ .5 per 10K,rate,2,1580.2,0.7,0.6,0.6,5.6,0,1.6,0.5,-0.7,-0.7,0.7000000000000002
SDN,≥ 100 weekly,case,6,730,0,0.5,0.3,2.5,0.4,0.3,0.6,0.1,-0.7,0.7000000000000001
ETH,≥ 5 total,cum case,1,707.6,0.3,0.4,0,-7.6,-0.7,-0.7,-0.8,0.9,2,0.7000000000000001
MWI,≥ 5 total,cum case,1,989,0.8,0.3,0,-5,-0.1,-0.5,-0.7,0.7,1.3,0.7000000000000001
GHA,≥ 25 total,cum case,3,1320.1,0.4,0.4,0,-12.2,-0.3,-0.3,-0.7,0.8,1.2,0.7000000000000001
SDN,≥ 500 total,cum case,6,730,0,0.5,0.3,2.5,0.4,0.3,0.6,0.1,-0.7,0.7000000000000001
SOM,≥ 5 per 10K,rate,6,2307,2.9,1,0.9,7.3,0.1,1.5,2.2,-2,-1.2,0.6000000000000002
SOM,≥ 25 weekly,case,4,2145.4,1.8,0.8,0,-2.3,-0.2,-0.4,0.1,0.6,0.5,0.6
MWI,≥ 50 total,cum case,4,1039.9,0.9,0.3,0,2.8,0,-0.3,-0.3,0.7,0.5,0.6
CMR,≥ 100 total,cum case,5,1162.1,0.5,0.7,0,6.6,-0.1,-0.2,0.2,0.9,-0.2,0.6
COD,≥ 5 total,cum case,1,292.5,0.1,0.2,0,-3.9,-0.6,-0.3,-0.8,0.9,1.4,0.5999999999999999
SOM,≥ 25 total,cum case,3,2081.5,1.8,0.7,0,-7.5,-0.4,-0.3,-0.8,0.7,1.4,0.5999999999999999
SLE,1-week,trend,2,2437.7,2.8,0.5,0,-4.8,-0.1,-0.2,-1.2,0.7,1.3,0.5
SDN,2-week,trend,4,519.7,0,0.2,0,0.7,-0.3,-0.2,-0.5,0.8,0.7,0.5
NGA,≥ 50 weekly,case,5,2645.8,1.3,0.7,0.1,3.2,0.4,-0.4,0.5,0.5,-0.5,0.5
NER,≥ 25 total,cum case,3,207.5,0.3,0.2,0,0.3,-0.4,-0.3,-0.5,0.8,0.9,0.5
UGA,≥ 25 total,cum case,3,53.1,0.1,0.1,0,2,-0.6,-0.7,0.5,0.7,0.6,0.5
KEN,≥ 1 per 10K,rate,3,611.5,0.6,1,0.8,11.5,-0.3,1.2,1.8,-1.2,-1,0.5
KEN,≥ 25 weekly,case,4,758.3,0.3,0.5,0,4.2,-0.1,-0.1,-0.2,0.8,-0,0.4
ZMB,≥ 50 weekly,case,5,2336.4,0.9,1,0,3.5,-0,-0,0.6,0.4,-0.6,0.4
NGA,≥ 500 total,cum case,6,3178.5,1.7,0.8,0.3,4.5,0.9,-0.2,0.6,-0.2,-0.7,0.4
SOM,≥ 1000 total,cum case,7,3153.6,2.5,0.8,0.7,7,1.7,0.8,0.4,-1.3,-1.2,0.4
SSD,≥ .25 per 10K,rate,1,844.1,0.9,0.7,0,2.5,-0.1,0.4,0,0.6,-0.5,0.4
ZMB,≥ .25 per 10K,rate,1,2336.4,0.9,1,0,3.5,-0,-0,0.6,0.4,-0.6,0.4
SOM,≥ 1 per 10K,rate,3,2372.9,2.2,0.9,0.4,5.8,0.2,0.4,1.2,-0.4,-1,0.39999999999999997
NER,≥ 5 weekly,case,2,221.5,0.3,0.2,0,1.5,-0.3,-0.3,-0.4,0.8,0.5,0.30000000000000004
ETH,≥ 25 weekly,case,4,1487.7,0.4,0.5,0,3.6,-0,-0.4,0.1,0.8,-0.2,0.30000000000000004
NGA,≥ 25 weekly,case,4,2210.9,1.1,0.7,0,1.5,-0.1,-0.4,0.2,0.8,-0.2,0.30000000000000004
ETH,≥ 10 total,cum case,2,738.6,0.3,0.4,0,-5.2,-0.6,-0.7,-0.8,0.9,1.5,0.30000000000000004
NER,≥ 10 total,cum case,2,172.4,0.2,0.1,0,-0.5,-0.6,-0.5,-0.6,0.8,1.2,0.30000000000000004
NGA,≥ 100 total,cum case,5,2150.7,1.1,0.6,0,-0.8,-0.1,-0.5,-0.1,0.8,0.2,0.30000000000000004
MWI,≥ .5 per 10K,rate,2,952,1.1,0.5,0.2,12.4,-0.2,0.4,0.5,0.1,-0.5,0.30000000000000004
ETH,≥ 50 total,cum case,4,1034.4,0.4,0.4,0,-0.4,-0.4,-0.5,-0.3,0.9,0.6,0.3
CMR,≥ 500 total,cum case,6,1743.8,0.7,1,0.7,12.5,0.5,0.2,1.2,-0.7,-0.9,0.3
NGA,≥ 1000 total,cum case,7,3089.3,2,0.9,0.6,5.3,0.8,-0,1.2,-0.8,-0.9,0.29999999999999993
TZA,≥ 5 weekly,case,2,392,0.4,0.3,0,0.3,-0.4,-0.2,-0.5,0.8,0.5,0.2
GHA,≥ 100 total,cum case,5,1455.1,0.5,0.4,0,-4,0.1,0,-0.8,0.8,0.1,0.2
MWI,≥ 1 per 10K,rate,3,997.8,1.2,0.4,0.2,13,-0.1,0.7,-0,0.1,-0.5,0.19999999999999996
MWI,3-week,trend,6,989.1,0.8,0.2,0,0,-0.1,-0.4,-0.8,0.7,0.8,0.19999999999999993
GIN,3-week,trend,6,817.2,0.6,0.3,0,2.2,0.2,0.3,-1.1,0.6,0.2,0.1999999999999999
MWI,≥ 2 weekly,case,1,954.2,0.8,0.3,0,0.3,-0.2,-0.5,-0.5,0.7,0.7,0.1999999999999999
NER,≥ 1.5 per 10K,rate,4,283.1,0.5,0.5,0.8,5,0.2,1,1,-1.4,-0.7,0.10000000000000014
KEN,1-week,trend,2,370.6,0.2,0.3,0,-7.8,-0.6,-0.8,-0.9,0.8,1.6,0.10000000000000009
KEN,≥ 5 total,cum case,1,421.5,0.2,0.3,0,-5.4,-0.5,-0.7,-0.8,0.8,1.3,0.10000000000000009
ETH,≥ 25 total,cum case,3,778.3,0.3,0.4,0,-2.4,-0.6,-0.7,-0.5,0.9,1,0.10000000000000009
SDN,≥ 25 total,cum case,3,433.1,0,0.2,0,0.3,-0.6,-0.5,-0.6,0.8,1,0.10000000000000009
KEN,≥ 100 total,cum case,5,663.1,0.3,0.4,0,3.2,-0.2,-0.3,-0.3,0.8,0.1,0.10000000000000006
KEN,≥ 1.5 per 10K,rate,4,370.8,0.4,1,0.9,4,-0.6,0.2,1.8,-1.3,0,0.10000000000000003
COG,3-week,trend,6,387.3,0.7,0.7,0,1,-0.1,-0.1,0.3,0.8,-0.8,0.09999999999999998
ETH,≥ 1 per 10K,rate,3,961.6,0.8,0.5,0.8,4.4,-0.5,2.1,-0,-1.1,-0.4,0.09999999999999998
TCD,≥ 500 total,cum case,6,2746,3.6,1,0,12,-0.1,-0.1,0.7,0.5,-0.9,0.09999999999999992
NER,≥ 5 total,cum case,1,162.3,0.2,0.1,0,-0.5,-0.7,-0.6,-0.7,0.8,1.2,1.1102230246251565e-16
NGA,≥ 50 total,cum case,4,1707.9,0.9,0.5,0,-5.1,-0.6,-0.6,-0.6,0.8,1,1.1102230246251565e-16
SSD,≥ .5 per 10K,rate,2,793.5,0.9,0.7,0.1,3.2,-0.3,0.5,0.1,0.4,-0.7,8.326672684688674e-17
ETH,≥ 10 weekly,case,3,1109.7,0.4,0.4,0,1.2,-0.3,-0.5,-0.3,0.9,0.2,5.551115123125783e-17
SOM,≥ 1.5 per 10K,rate,4,2330,2.6,0.9,0.5,6.1,0.1,0.9,0.9,-0.9,-1,2.7755575615628914e-17
ETH,1-week,trend,2,721.2,0.3,0.3,0,-6,-0.7,-1,-0.9,0.9,1.7,0
TZA,3-week,trend,6,378.9,0.4,0.3,0,-0.2,-0.4,-0.4,-0.6,0.8,0.6,0
COG,≥ 100 total,cum case,5,318,0.6,1,0,3,-0.4,-0.4,1.1,0.8,-1.1,0
COG,≥ .25 per 10K,rate,1,318,0.6,1,0,3,-0.4,-0.4,1.1,0.8,-1.1,0
SOM,≥ 50 weekly,case,5,2335.2,1.9,0.8,0,2.4,0.1,-0.3,0,0.6,-0.4,-2.7755575615628914e-17
NGA,≥ 100 weekly,case,6,2851.1,1.4,0.8,0.3,5.2,0.6,-0.3,0.6,-0,-0.9,-5.551115123125783e-17
SOM,≥ 5 total,cum case,1,2014.7,1.8,0.6,0,-7.7,-0.5,-0.5,-1.1,0.7,1.4,-2.220446049250313e-16
SOM,≥ 10 total,cum case,2,2008.5,1.8,0.6,0,-7.5,-0.5,-0.5,-1.1,0.7,1.4,-2.220446049250313e-16
KEN,≥ 10 total,cum case,2,412.8,0.2,0.3,0,-4.5,-0.5,-0.7,-0.8,0.8,1.1,-0.09999999999999987
NER,3-week,trend,6,202.4,0.3,0.2,0,2.7,-0.4,-0.3,-0.3,0.8,0.1,-0.09999999999999995
ZMB,3-week,trend,6,2256.7,0.9,0.5,0,-4,-0.1,-0.1,-1.1,0.4,0.8,-0.10000000000000003
SLE,≥ .25 per 10K,rate,1,2290.6,2.8,0.6,0,-2,-0.3,-0.2,-0.9,0.7,0.6,-0.10000000000000009
ETH,3-week,trend,6,1203.6,0.3,0.4,0,0.7,-0.3,-0.7,-0.3,0.8,0.3,-0.1999999999999999
NER,≥ 2 weekly,case,1,186.1,0.2,0.1,0,1.5,-0.5,-0.5,-0.5,0.8,0.5,-0.19999999999999996
KEN,≥ 50 total,cum case,4,534.8,0.2,0.4,0,0.8,-0.4,-0.5,-0.5,0.8,0.4,-0.19999999999999996
CMR,≥ .25 per 10K,rate,1,1275.8,0.6,0.5,0.4,4.5,0,0.1,-0.3,-0.1,0.1,-0.19999999999999998
GIN,≥ 10 weekly,case,3,772.2,0.5,0.5,0,6.2,-0,-0,-0.2,0.6,-0.6,-0.2
TCD,≥ 5 total,cum case,1,2427.8,3.1,0.5,0,-4,-0.3,-0.3,-1.3,0.5,1.2,-0.20000000000000007
TCD,≥ 10 total,cum case,2,2427,3.1,0.5,0,-4,-0.3,-0.3,-1.3,0.5,1.2,-0.20000000000000007
TCD,≥ 25 total,cum case,3,2420.5,3.1,0.5,0,-4,-0.3,-0.3,-1.3,0.5,1.2,-0.20000000000000007
SOM,≥ .25 per 10K,rate,1,2153.7,1.8,0.8,0,1.3,-0.2,-0.4,0,0.6,-0.2,-0.20000000000000007
COG,≥ 5 total,cum case,1,261.7,0.4,0.3,0,-10,-0.7,-0.7,-0.6,0.8,0.9,-0.2999999999999998
ETH,2-week,trend,4,922.7,0.3,0.4,0,-1.7,-0.5,-0.8,-0.6,0.8,0.8,-0.29999999999999993
ETH,≥ 5 weekly,case,2,940.7,0.3,0.4,0,-0.1,-0.5,-0.7,-0.5,0.9,0.5,-0.29999999999999993
NGA,≥ 10 weekly,case,3,1882.6,1,0.5,0,-0.4,-0.4,-0.5,-0.4,0.8,0.2,-0.3
MWI,≥ 10 total,cum case,2,867.1,0.7,0.3,0,-1.3,-0.5,-0.8,-0.6,0.7,0.9,-0.30000000000000004
NGA,≥ 25 total,cum case,3,1350.5,0.7,0.4,0,-6.9,-0.9,-0.6,-1,0.8,1.4,-0.30000000000000004
NGA,≥ 250 weekly,case,7,2753.1,1.8,0.9,0.6,6.4,0.5,-0.1,1.2,-0.8,-1.1,-0.30000000000000016
TZA,≥ 2 weekly,case,1,342.4,0.4,0.3,0,0.2,-0.6,-0.4,-0.7,0.8,0.5,-0.3999999999999999
SOM,≥ 100 weekly,case,6,2383.8,1.8,0.8,0.2,4.6,0.2,-0.3,0.3,0.1,-0.7,-0.3999999999999999
CMR,≥ 10 total,cum case,2,600.5,0.3,0.3,0,-3.4,-0.7,-0.8,-0.9,0.9,1.1,-0.3999999999999999
SDN,≥ 50 total,cum case,4,425.2,0,0.2,0,0.7,-0.6,-0.7,-0.6,0.8,0.7,-0.3999999999999999
KEN,≥ 10 weekly,case,3,534.6,0.2,0.4,0,1.5,-0.4,-0.6,-0.5,0.8,0.3,-0.39999999999999997
MWI,≥ 1.5 per 10K,rate,4,913.2,1.1,0.4,0.2,13.6,-0.4,0.5,-0,0.1,-0.6,-0.4
MOZ,1-week,trend,2,575,0.2,0.3,0,-8,-0.7,-0.7,-1,0.8,1.1,-0.4999999999999998
COD,1-week,trend,2,204.5,0.1,0.1,0,-5.1,-0.7,-1,-1.4,0.9,1.7,-0.4999999999999999
NER,2-week,trend,4,153.5,0.2,0.1,0,0.5,-0.8,-0.7,-0.7,0.8,0.9,-0.4999999999999999
CMR,≥ 2 weekly,case,1,602.5,0.3,0.3,0,-1.9,-0.7,-0.7,-0.9,0.9,0.9,-0.4999999999999999
CMR,≥ 5 weekly,case,2,712.1,0.3,0.4,0,1,-0.6,-0.6,-0.7,0.9,0.5,-0.4999999999999999
TZA,≥ 25 total,cum case,3,344.1,0.3,0.3,0,-1.1,-0.6,-0.6,-0.7,0.8,0.6,-0.4999999999999999
COD,2-week,trend,4,261.5,0.1,0.2,0,-0.5,-0.6,-0.5,-0.8,0.9,0.5,-0.5
KEN,2-week,trend,4,417.3,0.2,0.3,0,-2.3,-0.5,-0.8,-0.8,0.8,0.8,-0.5
ETH,≥ 2 weekly,case,1,806.4,0.3,0.4,0,-0.9,-0.6,-0.8,-0.7,0.9,0.7,-0.5
TZA,≥ 50 weekly,case,5,485.8,0.4,0.3,0.2,7.3,0.1,-0.3,-0.5,0.5,-0.3,-0.5
ZMB,≥ 100 weekly,case,6,1922.9,0.7,1,0,4.5,-0.3,-0.4,0.6,0.4,-0.8,-0.5
NGA,≥ 5 total,cum case,1,1110.5,0.6,0.3,0,-9.3,-1.1,-0.7,-1.3,0.8,1.8,-0.5
NGA,≥ 10 total,cum case,2,1174.1,0.6,0.3,0,-8.5,-1.1,-0.7,-1.2,0.8,1.7,-0.5
KEN,≥ .25 per 10K,rate,1,757,0.4,0.4,0.2,8,-0.1,0.2,-0.3,0.2,-0.5,-0.5
CMR,≥ 1000 total,cum case,7,1640,0.9,1,0.9,18,0.4,0.6,1.2,-1.1,-1.6,-0.5000000000000002
MOZ,≥ 50 weekly,case,5,697.7,0.2,0.7,0,3,-0.3,-0.7,1,0.8,-1.4,-0.5999999999999999
SOM,≥ 5 weekly,case,2,1930.3,1.7,0.7,0,-2.9,-0.7,-0.7,-0.5,0.7,0.6,-0.6
SOM,≥ 10 weekly,case,3,1941.8,1.6,0.7,0,-2.8,-0.6,-0.7,-0.6,0.7,0.6,-0.6
CMR,≥ 5 total,cum case,1,550.6,0.2,0.3,0,-3.7,-0.8,-0.8,-1,0.9,1.1,-0.6
KEN,≥ 25 total,cum case,3,455.9,0.2,0.3,0,-0.6,-0.5,-0.7,-0.8,0.8,0.6,-0.6
MWI,≥ .25 per 10K,rate,1,861.6,0.9,0.5,0.2,11.6,-0.5,-0.3,0.5,0.1,-0.4,-0.6
SOM,≥ 2 weekly,case,1,1877.4,1.6,0.7,0,-5.1,-0.8,-0.7,-0.8,0.7,1,-0.6000000000000001
SLE,≥ 25 weekly,case,4,2129.2,2.6,0.7,0,1.4,-0.6,-0.5,0,0.7,-0.2,-0.6000000000000001
ZMB,≥ 10 total,cum case,2,1823.6,0.7,0.4,0,-5.5,-0.4,-0.4,-1.4,0.4,1.1,-0.6999999999999998
